"","Pb","As","Zn","Cu","Fe","Mn","Cr","V","Ni"
"0m／中央区","","","","","","","","",""
"0m／大田区","","","","","","","","",""
"0m／渋谷区","","","","","","","","",""
"0m／板橋区","","","","","","","","",""
"0m／足立区","","","","","","","","",""
"0m／八王子市","","","","","","","","",""
"0m／立川市","","","","","","","","",""
"0m／青梅市","","","","","","","","",""
"0m／町田市","","","","","","","","",""
"0m／田無市","","","","","","","","",""
"20m／中央区","","","","","","","","",""
"20m／大田区","","","","","","","","",""
"20m／渋谷区","","","","","","","","",""
"20m／板橋区","","","","","","","","",""
"20m／足立区","","","","","","","","",""
"20m／八王子市","","","","","","","","",""
"20m／立川市","","","","","","","","",""
"20m／青梅市","","","","","","","","",""
"20m／町田市","","","","","","","","",""
"20m／田無市","","","","","","","","",""
