再利用・減量化・最終処分状況,,,,,
年度,再生利用量（千t）,減量化量（千t）,最終処分量（千t）,合計（千t）,
25,1,2,1,3,
24,11,3,7,21,
,,,,,
,,,,,
,,,,,
,,,,,
再利用・減量化・最終処分の比率,,,,,
年度,再生利用率（%）,減量化率（%）,最終処分率（%）,合計（%）,
25,32.7,47.9,19.4,100.0,
24,52.4,14.3,33.3,100.0,
